id,tt_id,title,album,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
0RFgvrhkf9FiDRLA0BhzpZ,6868294423436888066,Drift Away,No Stranger to Shame,Uncle Kracker,69,0.583,0.66,11,-5.078,1,0.0377,0.181,0,0.0979,0.861,151.956,audio_features,spotify:track:0RFgvrhkf9FiDRLA0BhzpZ,https://api.spotify.com/v1/tracks/0RFgvrhkf9FiDRLA0BhzpZ,https://api.spotify.com/v1/audio-analysis/0RFgvrhkf9FiDRLA0BhzpZ,255560,4
67hbP9PFQZrb4XZc3TzB0s,242977707800637440,Rasputin - Single Version,Fantastic Boney M.,Boney M.,69,0.694,0.719,6,-12.734,0,0.048,0.47,0.00121,0.44,0.972,126.212,audio_features,spotify:track:67hbP9PFQZrb4XZc3TzB0s,https://api.spotify.com/v1/tracks/67hbP9PFQZrb4XZc3TzB0s,https://api.spotify.com/v1/audio-analysis/67hbP9PFQZrb4XZc3TzB0s,220733,4
65GbQI9VDTs7vo6MJL2iJA,6877204878163183623,Coming Home,Coming Home (Deluxe),Leon Bridges,68,0.424,0.465,6,-6.595,1,0.0297,0.461,5.52e-05,0.154,0.462,112.418,audio_features,spotify:track:65GbQI9VDTs7vo6MJL2iJA,https://api.spotify.com/v1/tracks/65GbQI9VDTs7vo6MJL2iJA,https://api.spotify.com/v1/audio-analysis/65GbQI9VDTs7vo6MJL2iJA,206387,3
2iRniYXjMHKmwXqA2jYXP7,6815570713773082625,Think About Things,Think About Things,Daði Freyr,66,0.871,0.341,3,-8.932,0,0.0576,0.0311,0.000124,0.0838,0.612,127.001,audio_features,spotify:track:2iRniYXjMHKmwXqA2jYXP7,https://api.spotify.com/v1/tracks/2iRniYXjMHKmwXqA2jYXP7,https://api.spotify.com/v1/audio-analysis/2iRniYXjMHKmwXqA2jYXP7,173386,4
6hmhG1b4LEyNuashVvuIAo,6932027152363834117,Never Forget You,So Good,"Zara Larsson, MNEK",75,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,audio_features,spotify:track:6hmhG1b4LEyNuashVvuIAo,https://api.spotify.com/v1/tracks/6hmhG1b4LEyNuashVvuIAo,https://api.spotify.com/v1/audio-analysis/6hmhG1b4LEyNuashVvuIAo,213428,4
2uFaJJtFpPDc5Pa95XzTvg,6812724510068836353,Let It Snow! Let It Snow! Let It Snow!,A Winter Romance,Dean Martin,76,0.451,0.24,1,-14.014,1,0.0351,0.912,2.45e-06,0.175,0.701,134.009,audio_features,spotify:track:2uFaJJtFpPDc5Pa95XzTvg,https://api.spotify.com/v1/tracks/2uFaJJtFpPDc5Pa95XzTvg,https://api.spotify.com/v1/audio-analysis/2uFaJJtFpPDc5Pa95XzTvg,117147,4
2UREu1Y8CO4jXkbvqAtP7g,6705032699670693889,Monster,Awake,Skillet,76,0.64,0.957,8,-2.336,1,0.0741,0.0431,0,0.0789,0.692,134.992,audio_features,spotify:track:2UREu1Y8CO4jXkbvqAtP7g,https://api.spotify.com/v1/tracks/2UREu1Y8CO4jXkbvqAtP7g,https://api.spotify.com/v1/audio-analysis/2UREu1Y8CO4jXkbvqAtP7g,178013,4
1iAWDVZem3Vx3Pb8fTUTEL,6975169659490273281,Rick & Morty,Rick & Morty,Soulja Boy,70,0.932,0.444,4,-10.022,0,0.302,0.483,0,0.354,0.428,101.011,audio_features,spotify:track:1iAWDVZem3Vx3Pb8fTUTEL,https://api.spotify.com/v1/tracks/1iAWDVZem3Vx3Pb8fTUTEL,https://api.spotify.com/v1/audio-analysis/1iAWDVZem3Vx3Pb8fTUTEL,152137,4
3ZnchgbGzeW9TroosULNFI,6791770991019165697,Oops I Did It Again (Originally Performed by Britney Spears) [Instrumental],"Backing Tracks for the Discerning Professional, Vol. 20",Backing Track Central,0,0.857,0.481,1,-9.839,0,0.0656,0.00687,0.881,0.0704,0.615,94.999,audio_features,spotify:track:3ZnchgbGzeW9TroosULNFI,https://api.spotify.com/v1/tracks/3ZnchgbGzeW9TroosULNFI,https://api.spotify.com/v1/audio-analysis/3ZnchgbGzeW9TroosULNFI,210164,4
3yfqSUWxFvZELEM4PmlwIR,6763578406790498305,The Real Slim Shady,The Marshall Mathers LP,Eminem,85,0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504,audio_features,spotify:track:3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/tracks/3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/audio-analysis/3yfqSUWxFvZELEM4PmlwIR,284200,4
6FvSS3Goz7OC8oCC2eWqe8,6937813638841387010,Jalebi Baby (Tesher x Jason Derulo),Jalebi Baby (Tesher x Jason Derulo),"Tesher, Jason Derulo",78,0.691,0.829,0,-7.179,1,0.0412,0.0289,0,0.254,0.866,93.059,audio_features,spotify:track:6FvSS3Goz7OC8oCC2eWqe8,https://api.spotify.com/v1/tracks/6FvSS3Goz7OC8oCC2eWqe8,https://api.spotify.com/v1/audio-analysis/6FvSS3Goz7OC8oCC2eWqe8,169154,4
27NovPIUIRrOZoCHxABJwK,6988161419472603909,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X, Jack Harlow",96,0.736,0.704,3,-7.409,0,0.0615,0.0203,0,0.0501,0.894,149.995,audio_features,spotify:track:27NovPIUIRrOZoCHxABJwK,https://api.spotify.com/v1/tracks/27NovPIUIRrOZoCHxABJwK,https://api.spotify.com/v1/audio-analysis/27NovPIUIRrOZoCHxABJwK,212000,4
1PZrHbJjt5t7dP9OGRxcD0,6804356952424974338,Dale Don Dale,The Last Don,Don Omar,69,0.831,0.818,2,-7.827,1,0.0825,0.0242,0.000336,0.0892,0.807,95.023,audio_features,spotify:track:1PZrHbJjt5t7dP9OGRxcD0,https://api.spotify.com/v1/tracks/1PZrHbJjt5t7dP9OGRxcD0,https://api.spotify.com/v1/audio-analysis/1PZrHbJjt5t7dP9OGRxcD0,212413,4
44TzvSZLIkM7Y7MEnrvkIl,6832618984580335617,Stuck In The Middle,TV,Tai Verdes,63,0.862,0.564,2,-6.566,1,0.0425,0.278,0,0.0935,0.836,119.952,audio_features,spotify:track:44TzvSZLIkM7Y7MEnrvkIl,https://api.spotify.com/v1/tracks/44TzvSZLIkM7Y7MEnrvkIl,https://api.spotify.com/v1/audio-analysis/44TzvSZLIkM7Y7MEnrvkIl,196133,4
7m2iTdEKAtiGULWnTIRhX2,6968857200007137282,Matatan,Matatan,"Kaleb Di Masi, Alan Gomez",78,0.88,0.729,0,-7.741,1,0.42,0.184,0.00247,0.102,0.622,85.996,audio_features,spotify:track:7m2iTdEKAtiGULWnTIRhX2,https://api.spotify.com/v1/tracks/7m2iTdEKAtiGULWnTIRhX2,https://api.spotify.com/v1/audio-analysis/7m2iTdEKAtiGULWnTIRhX2,159077,4
0RXFs953rwk2ETlkKI081t,6841255111478478849,Sad Emotional Piano,Sad Emotional Piano,DS Productions,46,0.38,0.01,3,-27.762,0,0.0353,0.994,0.927,0.0947,0.049,65.032,audio_features,spotify:track:0RXFs953rwk2ETlkKI081t,https://api.spotify.com/v1/tracks/0RXFs953rwk2ETlkKI081t,https://api.spotify.com/v1/audio-analysis/0RXFs953rwk2ETlkKI081t,128268,4
0p2A8uW6sZNlZpHsreDhap,6951832559693088770,Gia Ola Ikanoi (Tzamaika) - Unplugged,Unplugged,Nikos Apergis,42,0.471,0.262,10,-15.607,1,0.0362,0.82,0,0.117,0.223,129.419,audio_features,spotify:track:0p2A8uW6sZNlZpHsreDhap,https://api.spotify.com/v1/tracks/0p2A8uW6sZNlZpHsreDhap,https://api.spotify.com/v1/audio-analysis/0p2A8uW6sZNlZpHsreDhap,177369,4
0lVp0ajGZ2huxjV0LjnLI4,6849406026374973442,Naruto Bluebird Freestyle,Naruto Bluebird Freestyle,Khantrast,68,0.709,0.941,8,-4.929,0,0.276,0.206,0,0.249,0.333,148.029,audio_features,spotify:track:0lVp0ajGZ2huxjV0LjnLI4,https://api.spotify.com/v1/tracks/0lVp0ajGZ2huxjV0LjnLI4,https://api.spotify.com/v1/audio-analysis/0lVp0ajGZ2huxjV0LjnLI4,102893,4
2BP7n3hOf84uDo5dsAzyZy,6912856159345281026,My Mother Told Me,My Mother Told Me,Peyton Parrish,62,0.437,0.232,10,-15.288,1,0.0834,0.673,0,0.14,0.411,95.616,audio_features,spotify:track:2BP7n3hOf84uDo5dsAzyZy,https://api.spotify.com/v1/tracks/2BP7n3hOf84uDo5dsAzyZy,https://api.spotify.com/v1/audio-analysis/2BP7n3hOf84uDo5dsAzyZy,130596,5
2gZUPNdnz5Y45eiGxpHGSc,6758899171794618370,POWER,My Beautiful Dark Twisted Fantasy,Kanye West,78,0.542,0.914,0,-4.747,0,0.113,0.0161,0,0.744,0.576,153.993,audio_features,spotify:track:2gZUPNdnz5Y45eiGxpHGSc,https://api.spotify.com/v1/tracks/2gZUPNdnz5Y45eiGxpHGSc,https://api.spotify.com/v1/audio-analysis/2gZUPNdnz5Y45eiGxpHGSc,292093,4
7F1CiKqrY44kh5cDqwHOnx,6870914166429861896,Love Is Gone - Acoustic,Love Is Gone (Acoustic),"Dylan Matthew, SLANDER",79,0.541,0.153,6,-10.654,1,0.0303,0.882,1.66e-06,0.16,0.359,139.644,audio_features,spotify:track:7F1CiKqrY44kh5cDqwHOnx,https://api.spotify.com/v1/tracks/7F1CiKqrY44kh5cDqwHOnx,https://api.spotify.com/v1/audio-analysis/7F1CiKqrY44kh5cDqwHOnx,176972,4
7a53HqqArd4b9NF4XAmlbI,6802140736629278722,Kings & Queens,Heaven & Hell,Ava Max,82,0.637,0.69,1,-4.057,0,0.0405,0.00786,0,0.124,0.457,129.857,audio_features,spotify:track:7a53HqqArd4b9NF4XAmlbI,https://api.spotify.com/v1/tracks/7a53HqqArd4b9NF4XAmlbI,https://api.spotify.com/v1/audio-analysis/7a53HqqArd4b9NF4XAmlbI,162399,4
2hhFpD32iXUd4GaCu6T4wn,6757901896666580994,Everyday Normal Guy 2,You Want Some of This?,Jon Lajoie,81,0.823,0.731,3,-4.273,1,0.307,0.422,0,0.306,0.877,90.3,audio_features,spotify:track:2hhFpD32iXUd4GaCu6T4wn,https://api.spotify.com/v1/tracks/2hhFpD32iXUd4GaCu6T4wn,https://api.spotify.com/v1/audio-analysis/2hhFpD32iXUd4GaCu6T4wn,195693,4
3uUuGVFu1V7jTQL60S1r8z,6896545849103353857,Where Are You Now,Where Are You Now,"Lost Frequencies, Calum Scott",91,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,audio_features,spotify:track:3uUuGVFu1V7jTQL60S1r8z,https://api.spotify.com/v1/tracks/3uUuGVFu1V7jTQL60S1r8z,https://api.spotify.com/v1/audio-analysis/3uUuGVFu1V7jTQL60S1r8z,148197,4
4s6LhHAV5SEsOV0lC2tjvJ,6709401339744487426,California Dreamin' - Single Version,If You Can Believe Your Eyes & Ears,The Mamas & The Papas,76,0.552,0.608,1,-9.786,0,0.0345,0.352,0,0.0533,0.637,112.367,audio_features,spotify:track:4s6LhHAV5SEsOV0lC2tjvJ,https://api.spotify.com/v1/tracks/4s6LhHAV5SEsOV0lC2tjvJ,https://api.spotify.com/v1/audio-analysis/4s6LhHAV5SEsOV0lC2tjvJ,162373,4
7cC1wC4UcN66T9ve8KXqwi,7002680437399128837,Twinkle Song,Miley Cyrus & Her Dead Petz,Miley Cyrus,53,0.51,0.0816,0,-9.683,1,0.0647,0.984,0,0.286,0.282,170.406,audio_features,spotify:track:7cC1wC4UcN66T9ve8KXqwi,https://api.spotify.com/v1/tracks/7cC1wC4UcN66T9ve8KXqwi,https://api.spotify.com/v1/audio-analysis/7cC1wC4UcN66T9ve8KXqwi,223280,4
3DICBZOMaEWbCxwUfPGcE5,6765246201534089218,Everywhereigo,Everywhereigo,Babyxsosa,73,0.892,0.384,11,-12.975,0,0.407,0.0569,7.64e-05,0.105,0.512,140.091,audio_features,spotify:track:3DICBZOMaEWbCxwUfPGcE5,https://api.spotify.com/v1/tracks/3DICBZOMaEWbCxwUfPGcE5,https://api.spotify.com/v1/audio-analysis/3DICBZOMaEWbCxwUfPGcE5,135471,4
1EYeZGTMCjV7uVey5fNWXM,6862274651582629890,love nwantiti (feat. ElGrande Toto) - North African Remix,love nwantiti (feat. ElGrande Toto) [North African Remix],"CKay, ElGrandeToto",82,0.642,0.723,1,-6.149,1,0.243,0.58,0.000942,0.112,0.487,186.043,audio_features,spotify:track:1EYeZGTMCjV7uVey5fNWXM,https://api.spotify.com/v1/tracks/1EYeZGTMCjV7uVey5fNWXM,https://api.spotify.com/v1/audio-analysis/1EYeZGTMCjV7uVey5fNWXM,135480,4
5LLtNp8qc3NaCIieZ2W4Dk,6737391582615439361,Night Trouble,Night Trouble,Petit Biscuit,66,0.411,0.364,1,-15.335,1,0.0743,0.951,0.93,0.126,0.0685,95.967,audio_features,spotify:track:5LLtNp8qc3NaCIieZ2W4Dk,https://api.spotify.com/v1/tracks/5LLtNp8qc3NaCIieZ2W4Dk,https://api.spotify.com/v1/audio-analysis/5LLtNp8qc3NaCIieZ2W4Dk,391257,3
1xQ6trAsedVPCdbtDAmk0c,6828290428744338181,Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",80,0.767,0.481,0,-8.52,0,0.0803,0.234,0,0.269,0.761,150.076,audio_features,spotify:track:1xQ6trAsedVPCdbtDAmk0c,https://api.spotify.com/v1/tracks/1xQ6trAsedVPCdbtDAmk0c,https://api.spotify.com/v1/audio-analysis/1xQ6trAsedVPCdbtDAmk0c,171375,4
3lFrFQcZWPLa8WEG7xoc4b,6896143983265728514,Я буду ебать,Я буду ебать,"Moreart, IHI",77,0.811,0.712,11,-6.567,1,0.304,0.142,9.34e-05,0.148,0.497,203.918,audio_features,spotify:track:3lFrFQcZWPLa8WEG7xoc4b,https://api.spotify.com/v1/tracks/3lFrFQcZWPLa8WEG7xoc4b,https://api.spotify.com/v1/audio-analysis/3lFrFQcZWPLa8WEG7xoc4b,141218,4
2uBOjaNjMxiRDWGS70PgJf,6731534334617995266,Eksaireseis,Rous,Yorgos Rous,44,0.806,0.926,8,-4.066,0,0.0352,0.169,0.000715,0.105,0.96,130.996,audio_features,spotify:track:2uBOjaNjMxiRDWGS70PgJf,https://api.spotify.com/v1/tracks/2uBOjaNjMxiRDWGS70PgJf,https://api.spotify.com/v1/audio-analysis/2uBOjaNjMxiRDWGS70PgJf,251533,4
4nVBt6MZDDP6tRVdQTgxJg,6981396953053530114,Story of My Life,Midnight Memories (Deluxe),One Direction,81,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,audio_features,spotify:track:4nVBt6MZDDP6tRVdQTgxJg,https://api.spotify.com/v1/tracks/4nVBt6MZDDP6tRVdQTgxJg,https://api.spotify.com/v1/audio-analysis/4nVBt6MZDDP6tRVdQTgxJg,245493,4
4iJyoBOLtHqaGxP12qzhQI,6941206562859468802,Peaches (feat. Daniel Caesar & Giveon),Justice,"Justin Bieber, Daniel Caesar, Giveon",91,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,audio_features,spotify:track:4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI,198082,4
3rKlIQl3t8EdeJtJiFRL0I,6994267971019343873,Terma Sexy,Terma Sexy,"Riko Mill, Display",17,0.908,0.517,7,-10.967,1,0.258,0.306,0,0.203,0.498,100.015,audio_features,spotify:track:3rKlIQl3t8EdeJtJiFRL0I,https://api.spotify.com/v1/tracks/3rKlIQl3t8EdeJtJiFRL0I,https://api.spotify.com/v1/audio-analysis/3rKlIQl3t8EdeJtJiFRL0I,152100,4
13plQdOoWSSXPRUSZc5FuM,5000000001307027347,I Know You Want Me (Calle Ocho),Pitbull Starring In Rebelution,Pitbull,68,0.817,0.733,2,-6.009,1,0.145,0.0152,4.31e-05,0.107,0.833,127.056,audio_features,spotify:track:13plQdOoWSSXPRUSZc5FuM,https://api.spotify.com/v1/tracks/13plQdOoWSSXPRUSZc5FuM,https://api.spotify.com/v1/audio-analysis/13plQdOoWSSXPRUSZc5FuM,237120,4
4RlEfpp0p8TzRwseTUA4fp,242638364112424960,Opportunity,Annie (Original Motion Picture Soundtrack),Quvenzhané Wallis,53,0.32,0.295,7,-7.081,0,0.0304,0.857,0,0.0828,0.16,119.802,audio_features,spotify:track:4RlEfpp0p8TzRwseTUA4fp,https://api.spotify.com/v1/tracks/4RlEfpp0p8TzRwseTUA4fp,https://api.spotify.com/v1/audio-analysis/4RlEfpp0p8TzRwseTUA4fp,186147,5
3ZozFqJJlDBNIm4xqxn2ZD,6956662916695197697,Fancy Like,Country Stuff,Walker Hayes,82,0.649,0.76,1,-6.487,1,0.0574,0.114,0,0.317,0.843,80.018,audio_features,spotify:track:3ZozFqJJlDBNIm4xqxn2ZD,https://api.spotify.com/v1/tracks/3ZozFqJJlDBNIm4xqxn2ZD,https://api.spotify.com/v1/audio-analysis/3ZozFqJJlDBNIm4xqxn2ZD,161853,4
3RH1NMNd4idLyTUMaphZNW,6777282407079872514,Ermahgerd,Memelord,Mysarium,0,0.541,0.592,7,-13.866,1,0.0332,5.68e-05,0.928,0.118,0.0792,135.022,audio_features,spotify:track:3RH1NMNd4idLyTUMaphZNW,https://api.spotify.com/v1/tracks/3RH1NMNd4idLyTUMaphZNW,https://api.spotify.com/v1/audio-analysis/3RH1NMNd4idLyTUMaphZNW,284472,4
7jmYJxWSk6hqLq3J1BcjLu,6719933750727150342,Senza filtro - prod. Macs,Senza filtro (prod. Macs),Loomy,50,0.903,0.726,10,-6.474,0,0.139,0.123,0,0.0933,0.398,121.205,audio_features,spotify:track:7jmYJxWSk6hqLq3J1BcjLu,https://api.spotify.com/v1/tracks/7jmYJxWSk6hqLq3J1BcjLu,https://api.spotify.com/v1/audio-analysis/7jmYJxWSk6hqLq3J1BcjLu,171570,4
4DUatRGBunA90nkbXWcM6i,136239552800641024,Fisixe Erotas Vorias,Apo To Hthes Sto Simera,Ilias Vrettos,48,0.606,0.597,7,-8.541,0,0.0494,0.615,0,0.0988,0.311,123.852,audio_features,spotify:track:4DUatRGBunA90nkbXWcM6i,https://api.spotify.com/v1/tracks/4DUatRGBunA90nkbXWcM6i,https://api.spotify.com/v1/audio-analysis/4DUatRGBunA90nkbXWcM6i,196031,5
5p3TPKXcEanHmNzJNUxybY,6754595656993605633,Iko Iko (My Bestie) (feat. Small Jam),Iko Iko (My Bestie) (feat. Small Jam),"Justin Wellington, Digital Farm Animals, Small Jam",56,0.809,0.889,5,-4.938,1,0.0479,0.116,0.00192,0.143,0.589,115.02,audio_features,spotify:track:5p3TPKXcEanHmNzJNUxybY,https://api.spotify.com/v1/tracks/5p3TPKXcEanHmNzJNUxybY,https://api.spotify.com/v1/audio-analysis/5p3TPKXcEanHmNzJNUxybY,142979,4
3HtkfalMTXdsXtMAth2LGC,6756879114637967368,Lazy Sunday,short romance,"SEA, SADTODAY",53,0.576,0.416,4,-13.216,1,0.0429,0.23,0.893,0.68,0.367,169.945,audio_features,spotify:track:3HtkfalMTXdsXtMAth2LGC,https://api.spotify.com/v1/tracks/3HtkfalMTXdsXtMAth2LGC,https://api.spotify.com/v1/audio-analysis/3HtkfalMTXdsXtMAth2LGC,138910,4
62PaSfnXSMyLshYJrlTuL3,6853179780020390661,Hello,25,Adele,77,0.578,0.43,5,-6.134,0,0.0305,0.33,0,0.0854,0.288,78.991,audio_features,spotify:track:62PaSfnXSMyLshYJrlTuL3,https://api.spotify.com/v1/tracks/62PaSfnXSMyLshYJrlTuL3,https://api.spotify.com/v1/audio-analysis/62PaSfnXSMyLshYJrlTuL3,295502,4
6og27HycH2TlWP9eMulMEE,6973946217080309762,PLAKALA - with R3HAB,PLAKALA (with R3HAB),"KAZKA, R3HAB",54,0.735,0.843,0,-4.845,0,0.0412,0.132,0,0.321,0.305,123.062,audio_features,spotify:track:6og27HycH2TlWP9eMulMEE,https://api.spotify.com/v1/tracks/6og27HycH2TlWP9eMulMEE,https://api.spotify.com/v1/audio-analysis/6og27HycH2TlWP9eMulMEE,142439,4
0ct6r3EGTcMLPtrXHDvVjc,6596848528763390721,The Nights,The Days / Nights,Avicii,85,0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,audio_features,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,https://api.spotify.com/v1/tracks/0ct6r3EGTcMLPtrXHDvVjc,https://api.spotify.com/v1/audio-analysis/0ct6r3EGTcMLPtrXHDvVjc,176658,4
6XM53PbvlzhuNtJZtpl7RP,6768686368739559426,In My Bed,The Beauty of Becoming,"Rotimi, Wale",75,0.637,0.501,0,-6.148,0,0.187,0.229,5.91e-05,0.099,0.431,103.993,audio_features,spotify:track:6XM53PbvlzhuNtJZtpl7RP,https://api.spotify.com/v1/tracks/6XM53PbvlzhuNtJZtpl7RP,https://api.spotify.com/v1/audio-analysis/6XM53PbvlzhuNtJZtpl7RP,185461,4
0M3Zx2PBvbmU1Sz0M4Qz62,6777274113254754306,6 Epigraphes antiques (version for solo piano): No. 4. Pour la danseuse aux crotales,Debussy: Images (oubliées) - 6 Épigraphes antiques - Pièces pour piano,"Claude Debussy, Anne Kaasa",8,0.276,0.0334,9,-28.471,0,0.0392,0.993,0.743,0.0731,0.0429,65.515,audio_features,spotify:track:0M3Zx2PBvbmU1Sz0M4Qz62,https://api.spotify.com/v1/tracks/0M3Zx2PBvbmU1Sz0M4Qz62,https://api.spotify.com/v1/audio-analysis/0M3Zx2PBvbmU1Sz0M4Qz62,151947,5
2lDODk7inZnmUHbIjUnIwP,6965640046342867717,Running Away,Running Away,"VANO 3000, BADBADNOTGOOD, Samuel T. Herring",69,0.616,0.694,7,-10.898,1,0.0411,0.664,0.858,0.145,0.732,93.298,audio_features,spotify:track:2lDODk7inZnmUHbIjUnIwP,https://api.spotify.com/v1/tracks/2lDODk7inZnmUHbIjUnIwP,https://api.spotify.com/v1/audio-analysis/2lDODk7inZnmUHbIjUnIwP,111787,4
3eJH2nAjvNXdmPfBkALiPZ,7000806633831925761,Acapulco,Acapulco,Jason Derulo,87,0.774,0.792,10,-4.021,1,0.0523,0.051,0,0.155,0.507,122.062,audio_features,spotify:track:3eJH2nAjvNXdmPfBkALiPZ,https://api.spotify.com/v1/tracks/3eJH2nAjvNXdmPfBkALiPZ,https://api.spotify.com/v1/audio-analysis/3eJH2nAjvNXdmPfBkALiPZ,139672,4
5lAnYvAIkSDNXqfo7DyFUm,6976278886917113857,Ain't Shit,Planet Her,Doja Cat,86,0.855,0.488,3,-4.601,1,0.208,0.506,0,0.347,0.619,124.097,audio_features,spotify:track:5lAnYvAIkSDNXqfo7DyFUm,https://api.spotify.com/v1/tracks/5lAnYvAIkSDNXqfo7DyFUm,https://api.spotify.com/v1/audio-analysis/5lAnYvAIkSDNXqfo7DyFUm,174253,4
3YCbzZQ25CoRVzj6R6vEmk,5000000000768632144,Se Lipame,Anna Vissi - Back To Time (The Complete EMI Years Collection),Anna Vissi,0,0.39,0.326,11,-9.625,0,0.0419,0.455,0,0.358,0.215,111.279,audio_features,spotify:track:3YCbzZQ25CoRVzj6R6vEmk,https://api.spotify.com/v1/tracks/3YCbzZQ25CoRVzj6R6vEmk,https://api.spotify.com/v1/audio-analysis/3YCbzZQ25CoRVzj6R6vEmk,195947,4
37wd1vVEbYzEySC4jHW5ZW,6840584329962211330,You Know I Go Get (Vascha),Ena Ena,Rizky Ayuba,39,0.816,0.976,11,-4.077,0,0.0394,0.00163,0.892,0.039,0.725,132.018,audio_features,spotify:track:37wd1vVEbYzEySC4jHW5ZW,https://api.spotify.com/v1/tracks/37wd1vVEbYzEySC4jHW5ZW,https://api.spotify.com/v1/audio-analysis/37wd1vVEbYzEySC4jHW5ZW,75308,4
3xESR3mhjnxZETiVKbdXhI,6940319724207917057,Cascadeur,Cascadeur,"Mad Clip, FLY LO, Strat",52,0.696,0.6,0,-9.316,0,0.19,0.427,0,0.105,0.674,145.122,audio_features,spotify:track:3xESR3mhjnxZETiVKbdXhI,https://api.spotify.com/v1/tracks/3xESR3mhjnxZETiVKbdXhI,https://api.spotify.com/v1/audio-analysis/3xESR3mhjnxZETiVKbdXhI,304551,4
6M4yg3BknyHmRnsvlkuHD5,6798146410098198529,Police Truck,Give Me Convenience or Give Me Death,Dead Kennedys,53,0.207,0.967,4,-5.381,1,0.0982,0.0627,6.32e-05,0.504,0.598,202.423,audio_features,spotify:track:6M4yg3BknyHmRnsvlkuHD5,https://api.spotify.com/v1/tracks/6M4yg3BknyHmRnsvlkuHD5,https://api.spotify.com/v1/audio-analysis/6M4yg3BknyHmRnsvlkuHD5,144973,4
3X1IPLkvqmeJqnynAPeSGa,6928368084780615681,De Me Agapas - Live,Duets Live,"Anna Vissi, Despina Vandi",19,0.455,0.493,5,-7.516,0,0.191,0.511,0,0.745,0.907,167.317,audio_features,spotify:track:3X1IPLkvqmeJqnynAPeSGa,https://api.spotify.com/v1/tracks/3X1IPLkvqmeJqnynAPeSGa,https://api.spotify.com/v1/audio-analysis/3X1IPLkvqmeJqnynAPeSGa,47500,5
4jxV2ybMjqOwChquwO7aoA,6980402267534919681,Ngana Rindu? (Adit Sparky Version),Ngana Rindu? (Adit Sparky Version),"DJ Lucu, Adit Sparky",48,0.939,0.899,3,-0.949,1,0.138,0.276,0.0378,0.337,0.963,133.961,audio_features,spotify:track:4jxV2ybMjqOwChquwO7aoA,https://api.spotify.com/v1/tracks/4jxV2ybMjqOwChquwO7aoA,https://api.spotify.com/v1/audio-analysis/4jxV2ybMjqOwChquwO7aoA,205974,4
5nCthAh3jt4xKuLJAifAaR,6758087448711940098,Harleys In Hawaii,Harleys In Hawaii,Katy Perry,80,0.722,0.757,10,-6.207,0,0.132,0.185,6.32e-06,0.126,0.721,140.094,audio_features,spotify:track:5nCthAh3jt4xKuLJAifAaR,https://api.spotify.com/v1/tracks/5nCthAh3jt4xKuLJAifAaR,https://api.spotify.com/v1/audio-analysis/5nCthAh3jt4xKuLJAifAaR,185815,4
65bU3awiQSbuKAy9ERhamm,6918085963939842049,Baptism Song,From the Heart,"FREE CHAPEL MUSIC, Makenna Crites, Sean Matta",14,0.398,0.486,4,-8.75,1,0.0388,0.23,0,0.185,0.102,73.738,audio_features,spotify:track:65bU3awiQSbuKAy9ERhamm,https://api.spotify.com/v1/tracks/65bU3awiQSbuKAy9ERhamm,https://api.spotify.com/v1/audio-analysis/65bU3awiQSbuKAy9ERhamm,338757,3
3AJwUDP919kvQ9QcozQPxg,6739905565981411329,Yellow,Parachutes,Coldplay,86,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,audio_features,spotify:track:3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg,266773,4
4r8QvY8ljzNpyXJ2s2c8p1,7002572135034129158,Spannend Geluiden,Slaperig Koken (Atmosfeer),Origineel Pianomuziek,0,0.716,0.143,1,-20.691,1,0.0599,0.899,0.909,0.0975,0.292,135.508,audio_features,spotify:track:4r8QvY8ljzNpyXJ2s2c8p1,https://api.spotify.com/v1/tracks/4r8QvY8ljzNpyXJ2s2c8p1,https://api.spotify.com/v1/audio-analysis/4r8QvY8ljzNpyXJ2s2c8p1,127060,4
