title_tt,title_sp,album_tt,album_sp,artist,videos,views,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,popularity
Freak (feat. REI AMI),Freak (feat. REI AMI),Thrill Seeker,Thrill Seeker,"Sub Urban, REI AMI",11,742400,0.619,0.45,7,-11.965,0,0.515,0.433,0.0,0.513,0.41,179.755,4,194000,73
INDUSTRY BABY,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY,INDUSTRY BABY (feat. Jack Harlow),"Lil Nas X, Jack Harlow",37,27400000,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,4,212000,96
Let Go,Let Go,Let Go,CHASE,Aaron May,29,20400000,0.87,0.498,9,-8.339,0,0.0622,0.046,0.0,0.146,0.692,110.017,4,176532,72
Afti Ine I Zoi - Remix By Sergio T & Livin R,Afti Ine I Zoi - Remix By Sergio T & Livin R,Afti Ine I Zoi - Remix By Sergio T & Livin R,Afti Ine I Zoi (Remix By Sergio T & Livin R),"Panos Mouzourakis, Sergio T., Livin R",13,330900,0.758,0.855,11,-3.106,0,0.0602,0.0485,0.00265,0.0603,0.532,102.035,4,207059,33
Up Beat (Married Life),Up Beat (Married Life),Up Beat (Married Life),Up Beat (Married Life),Kenyi,35,26100000,0.556,0.537,0,-10.815,1,0.0547,0.762,0.673,0.0896,0.497,188.062,3,90758,38
Tutu Pedro Capo,Tutu,Tutu Pedro Capo,Tutu,"Camilo, Pedro Capó",11,17200000,0.731,0.832,9,-2.592,1,0.0503,0.273,0.0,0.0665,0.94,146.013,4,178613,73
Good Start,Good Start (feat. Kang Min Hee),,Good Start 시작이 좋아,"Verbal Jint, Kang Min Hee",5,91000,0.737,0.597,0,-5.276,0,0.147,0.384,0.0,0.259,0.7,85.991,4,215500,25
Don't Go Yet,Don't Go Yet,Don't Go Yet,Don't Go Yet,Camila Cabello,54,297500,0.666,0.796,10,-6.967,0,0.103,0.0492,0.0,0.0442,0.61,110.108,4,164842,88
Хочется жить,Хочется жить,Хочется жить,Хочется жить,Al Rakhim,9,96800,0.699,0.808,8,-8.05,1,0.117,0.0627,0.0,0.117,0.676,153.962,4,175845,36
BITE U,Bite U Slow,,Bite U Slow,"JuggShots, Shiloh Dynasty",37,2600000,0.805,0.44,1,-8.334,0,0.122,0.525,2.83e-05,0.178,0.728,95.192,4,136000,47
I Kathe Mera Pou Perna,I Kathe Mera Pou Perna,Ego Kai Esy,Ego Kai Esy,Irodotos Zaharioudakis,10,90700,0.63,0.584,10,-8.671,1,0.0514,0.512,1.47e-06,0.0617,0.739,100.607,4,342307,0
Shooting - Machine-Gun,Bring 'Em Home Safely,Sport & Game Sounds,The One,Chubb Rock,12,38600,0.766,0.535,7,-12.607,1,0.336,0.0442,7.4e-05,0.155,0.554,175.901,4,322493,6
Business,The Business,777,The Business,Tiësto,9,43300,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,4,164000,87
Baby Face,Baby face,,Hell is gone,DC LC,20,7300000,0.492,0.268,7,-15.991,1,0.0306,0.79,0.12,0.156,0.269,120.217,4,146649,33
Rhinestone Eyes,Rhinestone Eyes,Plastic Beach,Plastic Beach,Gorillaz,13,8000000,0.676,0.703,8,-5.815,0,0.0302,0.0869,0.000687,0.0463,0.852,92.761,4,200173,82
GTA,GTA,GTA,GTA,Rarin,7,124700,0.685,0.644,5,-7.73,0,0.1,0.0791,0.0,0.107,0.471,155.079,4,124765,68
the remedy for a broken heart (why am I so in love),the remedy for a broken heart (why am I so in love),?,?,XXXTENTACION,35,10700000,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,4,160184,81
Sweet Dreams,Sweet Dreams (Are Made of This) - Remastered,Sweet Dreams,Sweet Dreams (Are Made Of This),"Eurythmics, Annie Lennox, Dave Stewart",12,48800000,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,4,216933,82
Counting Stars,Counting Stars,Volume 2,Native,OneRepublic,27,128900,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.115,0.477,122.017,4,257840,74
Itheles Na Mplekseis,Itheles Na Mplekseis,Itheles Na Mplekseis,Itheles Na Mplekseis,Κako,12,94800,0.607,0.569,3,-9.374,0,0.0338,0.101,0.000598,0.12,0.558,111.958,4,159798,46
Happiest Year,Happiest Year,Happiest Year,Happiest Year,Jaymes Young,32,26100000,0.501,0.167,1,-14.061,1,0.0484,0.885,0.0,0.111,0.356,112.275,3,228443,79
Goodfella,GoodFella,Immortale,GoodFella,Don Purp,14,173100,0.624,0.481,2,-10.954,1,0.107,0.0121,0.0,0.104,0.285,155.213,4,148704,20
WHOLE LOTTA MONEY,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,FOR CERTAIN,WHOLE LOTTA MONEY (feat. Nicki Minaj) [Remix],"BIA, Nicki Minaj",22,2200000,0.893,0.463,1,-5.301,1,0.36,0.199,0.0,0.318,0.591,81.026,4,229601,76
Epic Sax Guy,Epic Sax Guy,,Friction,Sigmao,33,14100000,0.606,0.651,3,-8.272,0,0.0881,0.0233,0.0324,0.204,0.472,129.939,4,242925,43
Silence,Silence,Silence,Silence,"Marshmello, Khalid",10,85800,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,4,180823,80
Unbreakable (with Sam Gray),Unbreakable (with Sam Gray),Unbreakable (with Sam Gray),Unbreakable (with Sam Gray),"TELYKast, Sam Gray",22,31100000,0.715,0.797,9,-5.477,0,0.0637,0.347,0.0,0.0756,0.354,123.994,4,183091,70
Future,Way 2 Sexy (with Future & Young Thug),,Certified Lover Boy,"Drake, Future, Young Thug",91,4500000,0.803,0.597,11,-6.035,0,0.141,0.000619,4.5e-06,0.323,0.331,136.008,4,257605,91
Save Your Tears - Remix,Save Your Tears (Remix),Save Your Tears - Remix,Save Your Tears (Remix),Teddy Specter,10,157500,0.689,0.782,7,-7.042,1,0.418,0.213,6.57e-05,0.123,0.428,128.013,4,198716,37
Bad Boys (Theme From Cops),Bad Boys (Theme from COPS),Bad Boys (Theme from Cops),Blazzin' Fire,Inner Circle,26,34600000,0.781,0.722,7,-8.376,1,0.0667,0.236,0.000398,0.077,0.533,87.858,4,229375,69
Без тебя,Без тебя я не я,Без тебя,Список твоих мыслей,"JONY, HammAli & Navai",5,77400,0.639,0.698,7,-6.974,0,0.0702,0.756,0.0,0.146,0.31,116.267,4,200690,66
Fire,Fireflies,Fire,Ocean Eyes,Owl City,3,126700,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,4,228347,79
Mortal Kombat - Theme,Mortal Kombat Theme - Game Theme,Mortal Kombat - Theme,Mortal Kombat Theme (Game Theme),Misterioustheme,7,27000000,0.726,0.907,9,-7.692,0,0.0438,0.00103,0.89,0.184,0.85,124.997,4,207360,42
THATS WHAT I WANT,THATS WHAT I WANT,MONTERO,MONTERO,Lil Nas X,181,33500000,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,4,143901,94
Haram - Instrumental,Haram - Instrumental,Haram - Instrumental,Haram (Instrumental),Bujaa Beats,10,86200,0.762,0.711,11,-7.648,0,0.0945,0.0901,0.72,0.089,0.143,155.979,4,251585,33
"Summer Nights - From ""Grease""",Summer Nights - From “Grease”,Movie Love Songs,Grease (The Original Motion Picture Soundtrack),"John Travolta, Olivia Newton-John",17,191500,0.747,0.663,2,-9.415,1,0.0545,0.62,5.24e-05,0.0861,0.606,124.336,4,216907,69
Take My Breath,Take My Breath,Take My Breath,Take My Breath,The Weeknd,14,53300000,0.748,0.74,8,-6.01,1,0.0484,0.0107,2.18e-05,0.101,0.518,121.004,4,220196,87
Emeina Edo,Emeina Edo,Kapoio Vrady,Emeina Edo - Oi Megales Epitychies,Stelios Rokkos,9,142600,0.502,0.606,11,-5.548,1,0.0386,0.484,0.0,0.157,0.0472,132.061,4,257853,42
Bad Habits,Bad Habits,Bad Habits,=,Ed Sheeran,176,92000000,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4,230747,85
Goosebumps - Remix,Goosebumps - Remix,Goosebumps,Goosebumps (Remix),"Travis Scott, HVME",7,467300,0.841,0.593,1,-7.846,1,0.0379,0.418,0.0,0.124,0.808,124.917,4,162803,84
After Dark,After Dark,Time,Time,Mr.Kitty,12,88300,0.585,0.595,8,-10.444,1,0.0328,0.0696,0.266,0.0837,0.039,140.037,4,259147,78
Cheap Thrills-Sia Sean Paul,Cheap Thrills - Reprise to Sia Ft. Sean Paul,,Workout Pump Hits,Estelle Brand,30,9800000,0.582,0.548,6,-6.659,0,0.0596,0.00827,7.57e-06,0.0807,0.81,179.815,4,204336,19
Tora,Too Much,Tora,Take A Rest,Tora,3,7630,0.729,0.48,8,-9.599,1,0.0349,0.589,0.49,0.102,0.0943,127.995,4,154403,63
Thunderstruck,Thunderstruck,The Razors Edge,The Razors Edge,AC/DC,14,732400,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,4,292880,82
Don't Be Shy,Don't Be Shy,Don't Be Shy,Don't Be Shy,"Tiësto, KAROL G",47,81800000,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,4,140500,90
Epic,Epic,Cinematic,The Real Thing,Faith No More,49,10200000,0.358,0.893,4,-7.486,0,0.12,0.0222,0.0524,0.126,0.262,174.238,4,293653,68
Spongebob Closing Theme Song Music,Spongebob Closing Theme Song Music,Spongebob Closing Theme Song Music,Spongebob Closing Theme Song Music,Ocean Floor Orchestra,35,7400000,0.797,0.238,4,-10.484,1,0.256,0.897,0.43,0.113,0.749,143.471,4,73565,33
Seven Nation Army (The Glitch Mob Remix),Seven Nation Army - The Glitch Mob Remix,Seven Nation Army (The Glitch Mob Remix),Seven Nation Army (The Glitch Mob Remix),"The White Stripes, The Glitch Mob",11,255700,0.701,0.844,4,-6.629,1,0.133,0.152,0.626,0.194,0.198,120.04,4,257022,65
Magika Halia,Magika Halia,Horeftika Pano Se Trapezia Kai Pistes,Kati Trehei,Lefteris Pantazis,97,903800,0.802,0.839,8,-3.317,1,0.0836,0.0623,0.0,0.0568,0.766,137.058,4,190747,38
Cinspirational (Cinematic Royalty Free Music),Cinspirational (Cinematic Royalty Free Music),Royalty Free Music Full Commercial Licence,Royalty Free Music Full Commercial Licence,Conti Music,13,108900,0.474,0.875,0,-9.094,1,0.0358,0.717,0.905,0.0927,0.236,114.994,4,131478,12
EARN YA,Earn Ya,,Earn Ya,"Xavier White, Paul Couture",10,193100,0.786,0.81,1,-5.555,1,0.088,0.21,0.0029,0.155,0.894,114.998,4,189913,41
Eagle Arms,Screaming Eagles,,Coat of Arms,Sabaton,33,4400000,0.442,0.952,9,-2.765,0,0.0903,0.00283,0.000164,0.304,0.316,167.08,4,247520,54
Dorime (Ameno's Hybrid Orchestra),Dorime (Ameno's Hybrid Orchestra),Dorime (Ameno's Hybrid Orchestra),Dorime (Ameno's Hybrid Orchestra),Peiroten,9,6400000,0.487,0.291,8,-12.781,0,0.0305,0.686,0.814,0.108,0.0822,102.812,4,219742,37
"P.l.Tchaikovsky Swan Lake, Ballet suit op.20a 1.Scene:Lake in the Moonlight","Swan Lake Suite, Op. 20a: No. 1, Scène (Lake in the Moonlight): Moderato",,Russian Ballet,"Pyotr Ilyich Tchaikovsky, Emil Edlinger, Hungarian National Philharmonic",13,89600,0.193,0.08,4,-23.828,0,0.0369,0.922,0.937,0.0781,0.0384,79.626,4,195293,0
Traveling,Traveling Man,,"Quiet, Heavy Dreams",Zach Bryan,21,278000,0.387,0.404,7,-6.381,1,0.0319,0.462,0.0,0.0799,0.285,168.289,3,197211,59
All I Want for Christmas Is You,All I Want for Christmas Is You,Kids Christmas Sing Along Songs,Merry Christmas,Mariah Carey,12,3700000,0.336,0.627,7,-7.463,1,0.0384,0.164,0.0,0.0708,0.35,150.273,4,241107,85
Ching Cheng Hanji,Ching Cheng Hanji,Ching Cheng Hanji,Ching Cheng Hanji,Memegod,9,114500,0.813,0.573,7,-8.562,0,0.549,0.654,0.0,0.156,0.966,95.607,4,214962,54
you are my sunshine,You Are My Sunshine,songs for carmella: lullabies & sing-a-longs,You Are My Sunshine,Jasmine Thompson,21,9600000,0.494,0.215,2,-10.092,1,0.0321,0.904,0.0,0.109,0.313,124.057,4,157869,64
Charleston Girl (Live),Charleston Girl (Live),Live on Red Barn Radio I & II,Live on Red Barn Radio I & II,Tyler Childers,9,16000000,0.374,0.585,8,-9.436,1,0.054,0.748,0.0,0.821,0.654,176.859,4,179720,65
Inspiration,Inspiration,Inspiration,Snoop Dogg Presents Algorithm,Malaya,18,74200000,0.62,0.68,8,-5.603,1,0.287,0.503,0.0,0.769,0.403,98.523,4,147407,0
Lalalatte,Lalalatte,Latte and a Muffin,Latte and a Muffin,Tsundere Twintails,6,30000000,0.729,0.37,7,-12.17,1,0.149,0.376,0.882,0.138,0.814,81.028,4,133843,47
Rockstar,ROCKSTAR (feat. Roddy Ricch),Rockstar,BLAME IT ON BABY,"DaBaby, Roddy Ricch",44,60600,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,4,181733,84
Just a Friend,Just a Friend,Just a Friend - EP,Biz's Baddest Beats: The Best of Biz Markie,Biz Markie,10,224100,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308,4,238267,61
Industry baby slowed,Industry Baby (Slowed),Industry baby slowed,Fenix (Slowed),"SlowTune, Francisco Salazar",91,44000000,0.779,0.654,1,-7.511,1,0.0626,0.0196,0.0,0.0813,0.872,134.747,4,236138,64
To Kalokairi mou Aresei (Kolympaw kai Gamaw),To Kalokairi mou Aresei (Kolympaw kai Gamaw),To Kalokairi mou Aresei (Kolympaw kai Gamaw),To Kalokairi mou Aresei (Kolympaw kai Gamaw),"GK Radiolight, Ankar",6,2390,0.704,0.598,11,-8.384,0,0.0375,0.000676,0.439,0.142,0.669,125.014,4,213120,11
Грустная музыка,Грустная музыка,Грустная музыка,Грустная музыка,ASAP KABAS,29,676500,0.499,0.308,11,-14.944,1,0.155,0.883,0.000148,0.0814,0.376,66.061,4,158520,0
Silence,Silence,Silence,Silence,"Marshmello, Khalid",66,46400000,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,4,180823,80
Ta Kalokairia,Ta Kalokairia,Ta Kalokairia,Se Monopatia Xena,Stelios Rokkos,27,223100,0.84,0.689,9,-5.129,1,0.0388,0.0273,0.0,0.0408,0.971,124.15,4,186923,47
IamU (Instrumental),"Iyo, Laura - Instrumental",,"Iyo, Laura",Iamusicgabriel,10,861800,0.6,0.161,6,-15.215,0,0.0498,0.00453,0.0193,0.106,0.399,72.007,4,131265,0
Happy New Year,Happy New Year,,The Best New Year's Party Album In The World...Ever!,ABBA,14,3800000,0.51,0.375,9,-9.194,1,0.0288,0.812,0.0,0.145,0.25,132.555,4,263693,0
To Domatio,To Domatio,Dantis Hits - 1990/2012,To Domatio,Smuggler,5,42100,0.715,0.36,0,-14.866,0,0.471,0.902,0.0,0.146,0.26,89.013,4,159101,29
Bongo cha-cha-cha - Remastered,Bongoru - Remastered,"Quizás, quizás - Remastered",Chaw Chaw (Remastered),Noro Morales,70,112300000,0.67,0.733,9,-10.583,0,0.0557,0.344,0.858,0.0399,0.764,110.041,4,171385,2
No Guidance (Remix),No Guidance (Remix),No Guidance (Remix),No Guidance (Remix),"Smvvth, RayLeon, Chris Brown",21,4000000,0.671,0.531,1,-8.721,1,0.287,0.0476,0.0,0.359,0.387,92.893,4,113607,46
PHONKY TOWN,Phonky Town,PHONKY TOWN,Phonky Town,PlayaPhonk,10,114800,0.805,0.816,1,-4.685,1,0.346,0.363,0.826,0.121,0.338,124.966,4,141343,78
Experience (Piano e Violin),Experience (Piano e Violin),Experience (Piano e Violin),Experience (Piano e Violin),Pietro Scichilone,48,46000000,0.381,0.148,2,-14.752,1,0.0464,0.963,0.0426,0.0799,0.095,83.922,4,179527,52
Falling,Falling,Falling,Fine Line,Harry Styles,13,1600000,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,4,240133,85
Deste Mou Ta Matia,Deste Mou Ta Matia,Gia - Collector's Edition,Greatest Hits 2001-2009,Despina Vandi,1,3796,0.786,0.873,11,-3.921,1,0.0491,0.475,0.0,0.0951,0.842,124.006,4,245533,26
James Bond Theme,James Bond Theme - Remastered 2003,,Dr. No,John Barry Orchestra,80,215200,0.385,0.644,0,-10.131,1,0.0328,0.802,0.00302,0.257,0.105,142.384,3,108493,48
Apagoreumeno,Apagoreumeno,Apagoreumeno,Apagoreumeno,"Oge, Apon, Rack",25,235100,0.756,0.782,6,-4.46,0,0.15,0.0784,0.0,0.122,0.851,76.018,4,173684,49
Bubble,Bubble Gum,,Bubble Gum,Clairo,56,15400000,0.509,0.0167,9,-24.639,1,0.115,0.979,2.72e-05,0.387,0.229,207.97,3,175961,80
Sail,Sail,Verses In Hearses,Megalithic Symphony,AWOLNATION,11,326400,0.826,0.436,1,-9.583,1,0.0558,0.441,0.615,0.0964,0.272,119.051,4,259093,75
Akin Ka Na Lang,Akin Ka Na Lang,Tensionado,Noon Time Show,The Itchyworms,2,104300,0.699,0.655,7,-5.179,1,0.0412,0.419,0.0,0.449,0.919,128.644,4,183760,61
Rhinestone Eyes,Rhinestone Eyes,Plastic Beach,Plastic Beach,Gorillaz,58,28900000,0.676,0.703,8,-5.815,0,0.0302,0.0869,0.000687,0.0463,0.852,92.761,4,200173,82
Sunrise,Sunrise,,Mescalito,Ryan Bingham,59,11900000,0.391,0.681,4,-7.231,1,0.0328,0.244,0.000108,0.586,0.255,137.567,4,285827,61
Dead Silence,"Dead Silence Theme (Intro) [From ""Dead Silence""]","Instrumentals, Vol. 2",The Horror Movie Collection: Halloween on the Big Screen,Luca Riviero,29,20400000,0.578,0.433,3,-14.219,0,0.0319,0.47,0.944,0.197,0.14,122.91,4,70073,45
"Theme from ""Twilight (Bella's Lullaby)""","Theme from ""Twilight"" - Bella's Lullaby",The Mindful Piano (Peaceful Music to Chill and Relax),The Mindful Piano (Peaceful Music to Chill and Relax),Movie Sounds Unlimited,68,116000000,0.17,0.156,4,-18.194,0,0.033,0.936,0.928,0.107,0.0658,177.669,4,136000,35
Sail,Sail,Megalithic Symphony,Megalithic Symphony,AWOLNATION,5,38400000,0.826,0.436,1,-9.583,1,0.0558,0.441,0.615,0.0964,0.272,119.051,4,259093,75
Castaways,Castaways,The Backyardigans,The Backyardigans,The Backyardigans,28,9300000,0.756,0.211,5,-17.646,1,0.409,0.784,8.65e-06,0.11,0.307,81.253,4,87707,65
Everybody Dies In Their Nightmares,Everybody Dies In Their Nightmares,17,17,XXXTENTACION,17,12500000,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,4,95467,85
Online,(Online Love),Online,Kid Krow,Conan Gray,4,34500,0.433,0.253,0,-11.243,1,0.0476,0.891,0.00013,0.389,0.85,77.72,1,37067,58
Girismata - DJ Terry Petras & Nick Kyriakoulakos 2k18 Remix,Girismata - Dj Terry Petras & Nick Kyriakoulakos 2k18 Remi,Best Of & Spicy Remixes,Best Of & Spicy Remixes,"Despina Vandi, DJ Terry Petras, Nick Kyriakoulakos",36,239300,0.761,0.749,2,-7.196,0,0.0513,0.375,1.63e-05,0.177,0.822,95.006,4,179368,13
High,HIGHEST IN THE ROOM,High,HIGHEST IN THE ROOM,Travis Scott,10,72500,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4,175721,84
Snow (Hey Oh) Part 2,Snow (Hey Oh) (As Made Famous by Red Hot Chili Peppers),,Drew's Famous #1 Karaoke Hits: Sing the Party Rock Anthems of the 2000's,The Karaoke Crew,9,807100,0.297,0.702,11,-7.855,1,0.027,0.106,0.726,0.0731,0.326,104.355,4,355107,0
Money,MONEY,Money,LALISA,LISA,5,22000,0.831,0.554,1,-9.998,0,0.218,0.161,6.12e-05,0.152,0.396,140.026,4,168228,92
Hold Me Like You Used To,Hold Me Like You Used To,Hold Me Like You Used To,Golden Wings,Zoe Wees,7,222200,0.573,0.59,0,-6.308,0,0.0352,0.528,0.0,0.192,0.177,124.958,3,186975,65
Shake Ya Boom Boom,Shake Ya Boom Boom,Shake Ya Boom Boom,Shake Ya Boom Boom,"Static & Ben El, Black Eyed Peas",13,456700,0.917,0.869,1,-3.946,1,0.15,0.071,0.0,0.0623,0.501,104.95,4,201143,62
Kiki Do You Love Me,Kiki Do You Love Me,Kiki Do You Love Me,Kiki Do You Love Me,Glenn Callin,10,419200,0.884,0.853,1,-4.556,1,0.255,0.0471,5.87e-06,0.101,0.855,90.982,4,179341,46
Goodbye,Goodbyes (feat. Young Thug),Goodbye,Hollywood's Bleeding,"Post Malone, Young Thug",11,114000,0.548,0.653,5,-3.875,1,0.081,0.456,0.0,0.103,0.163,150.068,4,174853,78
Invincible,Invincible,Meet The Woo 2,Meet The Woo 2,Pop Smoke,45,24800000,0.548,0.732,11,-5.652,0,0.336,0.125,0.0,0.269,0.612,142.791,4,127547,80
Your Man,Your Man,Your Man - Deluxe Edition,Your Man,Josh Turner,9,14200000,0.744,0.637,6,-4.483,1,0.0241,0.337,0.000222,0.0696,0.785,100.511,4,211893,73
Big Brother - The Main Title Theme,Big Brother - The Main Title Theme,TV Favourites Vol. 8,100 Top Telly Theme Toons,TV Themes,6,97200,0.569,0.802,10,-7.541,0,0.0382,0.000339,0.909,0.0907,0.629,137.972,4,182750,0
San To Fyllo Ston Aera,San To Fyllo Ston Aera,Mistirio Treno,Mystirio Treno,Giorgos Sabanis,59,274500,0.429,0.681,2,-7.804,0,0.0342,0.135,0.0,0.119,0.568,87.838,4,260133,40
His & Hers,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",His & Hers,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)","Internet Money, Gunna, Don Toliver, Lil Uzi Vert",57,329400,0.792,0.707,7,-5.218,0,0.0623,0.116,0.0,0.12,0.408,134.997,4,224042,80
Hyperfun,hyperfunkk,Silent Film: Light Collection,CLASS XIX,pluko,10,49600,0.879,0.616,4,-6.515,0,0.129,0.337,0.0208,0.0999,0.41,118.031,4,227797,36
Think About Things,Think About Things,Söngvakeppnin 2020,Think About Things,Daði Freyr,22,3500000,0.871,0.341,3,-8.932,0,0.0576,0.0311,0.000124,0.0838,0.612,127.001,4,173386,66
Eurodancer,Eurodancer,Eurodancer,Eurodancer,Mangoo,11,18400000,0.606,0.978,6,-5.472,0,0.0389,0.198,0.903,0.103,0.551,150.028,4,195239,56
Milk Tea,milk tea,,time off,Elijah Who,36,4500000,0.526,0.371,10,-14.105,1,0.171,0.862,0.849,0.0836,0.0683,143.477,3,139851,41
На потом,На потом,На потом,На потом,Ли́са,5,46200000,0.669,0.703,0,-5.994,0,0.0565,0.199,3.2e-05,0.123,0.382,150.022,4,185900,21
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Greatest Christmas Songs,Greatest Christmas Songs,"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",29,3400000,0.724,0.276,7,-12.25,1,0.0599,0.76,0.0,0.116,0.718,112.874,4,155933,72
Happier Than Ever,Happier Than Ever,Happier Than Ever,Happier Than Ever,Billie Eilish,86,19000000,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,3,298899,93
So Funny,So Funny,So Funny,Below the Salt,Haley Blais,8,1800000,0.43,0.601,0,-7.505,1,0.0265,0.46,0.831,0.108,0.6,81.018,4,302724,37
Zorba The Greek,Zorba The Greek,The Original Sound Of Greece,!!Going Places!!,Herb Alpert & The Tijuana Brass,20,2600000,0.532,0.641,5,-12.702,1,0.323,0.155,0.264,0.0584,0.191,82.105,4,264853,34
Pontiako dipat,Pontiako dipat,Muripnoa kai melirruta tragoudia,Muripnoa kai melirruta tragoudia,Lazaros Lazaridis,6,179300,0.476,0.389,7,-10.072,1,0.0418,0.826,2.64e-06,0.35,0.817,94.684,4,260173,0
Violin,Violin (feat. Dear Silas),Vanice,Vanice,"Cookiee Kawaii, Dear Silas",23,1600000,0.83,0.875,2,-4.212,1,0.094,0.0695,0.000877,0.117,0.675,139.9,4,109714,68
Changes-XXX,changes,Bilal-Music（EA7音乐）,?,XXXTENTACION,13,359900,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,4,121887,81
Santorini,Santorini Coffee,Santorini,THENIGHTISYOUNG.,melvitto,12,125500,0.801,0.37,9,-6.283,0,0.0536,0.794,0.000595,0.185,0.836,102.003,4,134365,68
Feeling Good,Feeling Good,It's Time,It's Time,Michael Bublé,21,8100000,0.535,0.548,1,-6.51,1,0.037,0.533,1.48e-06,0.123,0.477,115.144,3,237333,67
Lo-fi hip hop,"Lo-Fi Hip Hop, Pt. 231",,"Lofi Fruits Music, Vol. 1",Study Fruits Music,151,57500000,0.214,0.0219,10,-32.345,1,0.0418,0.981,0.994,0.115,0.24,77.733,5,31000,48
Daft Punk (Harder Better Faster) [Remix],"Harder, Better, Faster, Stronger - The Neptunes Remix",Daft Punk (Harder Better Faster) [Remix],Daft Club,Daft Punk,8,109800,0.85,0.74,11,-6.327,0,0.0552,0.608,0.000782,0.302,0.907,123.451,4,312507,35
Eleges,Eleges,1 Evro,I Moni Epilogi,Melisses,9,128000,0.516,0.589,7,-5.26,0,0.034,0.428,0.0,0.105,0.179,129.992,4,242613,39
Rockin,Rockin' Around The Christmas Tree,,Merry Christmas From Brenda Lee,Brenda Lee,23,1800000,0.589,0.472,8,-8.749,1,0.0502,0.614,0.0,0.505,0.898,67.196,4,126267,80
"The Secret Wedding - Love Theme From ""Braveheart""","The Secret Wedding - Love Theme From ""Braveheart""",Celtic Sanctuary,Celtic Sanctuary,David Arkenstone,6,29700,0.101,0.179,2,-13.827,0,0.0403,0.962,0.895,0.0922,0.0777,65.494,4,254840,37
У России три пути,У России три пути,У России три пути,У России три пути,"GSPD, DEAD BLONDE",12,608600,0.617,0.98,7,-3.651,1,0.0409,0.00499,0.000716,0.349,0.676,160.031,4,165779,60
Pascal Letoublon - Friendships（Remix）,Friendships - Suprafive Remix,超级纯音,Friendships (Suprafive Remix),"Pascal Letoublon, Suprafive",39,8400000,0.722,0.699,11,-8.113,0,0.0363,0.00978,0.82,0.0984,0.279,119.994,4,247536,56
Go to Sleep (Lullaby for Pets),Going to Sleep,"Lullaby Music for Pets: Calming Lullabies for Cats, Dogs, & Bird Music","Calm Your Dog: Lullaby for Pets - Anti Anxiety, Inner Peace, Deep Relaxation Soothing Music",Pet Music Academy,4,18100000,0.13,0.0204,3,-29.565,1,0.043,0.995,0.9,0.0926,0.178,81.043,4,211851,15
The Time Has Come,the time has come,The Time Has Come,Freedom,Alfons Daiminger,7,211000,0.383,0.00952,5,-24.973,1,0.063,0.994,0.926,0.111,0.0865,135.194,3,146811,56
London Scammer,London Scammer,London Scammer,London Scammer,Tankz,29,97400000,0.871,0.282,9,-16.861,0,0.247,0.375,0.0284,0.0856,0.353,140.068,4,193258,65
Blood // Water,Blood // Water,Blood // Water,a modern tragedy vol. 1,grandson,20,4500000,0.504,0.891,6,-5.632,0,0.137,0.00163,0.00199,0.148,0.628,153.988,4,214520,72
Princesses Don't Cry (Nightcore Remix),Princesses Don't Cry - Nightcore Remix,Princesses Don't Cry,Princesses Don't Cry,CARYS,9,131300,0.548,0.634,4,-5.951,1,0.0397,0.27,0.0,0.1,0.453,160.889,4,197613,49
